VentaID;Factura;Fecha_Orden;Fecha_Entrega;Fecha_Envio;Estado;Cliente_Code;Tipo_Cliente;Nombres;Apellidos;Vendedor;Departamento;Metodo_Pago;Subtotal
59065;SO59065;30/10/2024;06/11/2024;06/11/2024;5;29873 - 10310221465;SC;Mary;Alexander;Tete Mensa-Annan;Lima;Debito/Credito;1644.942
65322;SO65322;29/01/2025;11/02/2025;10/02/2025;5;29873 - 10310221465;SC;Mary;Alexander;Tete Mensa-Annan;Lima;Debito/Credito;6047.916
49885;SO49885;28/02/2024;12/03/2024;12/03/2024;5;29533 - 3749451;SC;Douglas;Baldwin;Jillian Carson;La Libertad;Debito/Credito;4263.1696
51149;SO51149;30/05/2024;07/06/2024;07/06/2024;5;29533 - 3749451;SC;Douglas;Baldwin;Jillian Carson;La Libertad;Debito/Credito;6768.216
55302;SO55302;30/08/2024;11/09/2024;11/09/2024;5;29533 - 3749451;SC;Douglas;Baldwin;Jillian Carson;La Libertad;Debito/Credito;11532.702
61234;SO61234;30/11/2024;12/12/2024;12/12/2024;5;29533 - 3749451;SC;Douglas;Baldwin;Jillian Carson;La Libertad;Debito/Credito;10127.724
67332;SO67332;01/03/2025;14/03/2025;13/03/2025;5;29533 - 3749451;SC;Douglas;Baldwin;Jillian Carson;La Libertad;Debito/Credito;8344.098
53474;SO53474;31/07/2024;08/08/2024;08/08/2024;5;29534 - 52396329;SC;Jennifer;Bales;Tsvi Reiter;Cusco;Debito/Credito;26776.3823
58924;SO58924;30/10/2024;05/11/2024;05/11/2024;5;29534 - 52396329;SC;Jennifer;Bales;Tsvi Reiter;Cusco;Debito/Credito;26653.374
65220;SO65220;29/01/2025;11/02/2025;10/02/2025;5;29534 - 52396329;SC;Jennifer;Bales;Tsvi Reiter;Cusco;Debito/Credito;27686.61
53557;SO53557;31/07/2024;09/08/2024;09/08/2024;5;29537 - 40187279;SC;Rebecca;Barley;Lynn Tsoflias;Cajamarca;Debito/Credito;400.104
58947;SO58947;30/10/2024;11/11/2024;11/11/2024;5;29537 - 40187279;SC;Rebecca;Barley;Lynn Tsoflias;Cajamarca;Debito/Credito;1807.038
51710;SO51710;30/06/2024;12/07/2024;12/07/2024;5;29538 - 45460543;SC;Brenda;Barlow;Lynn Tsoflias;Cajamarca;Debito/Credito;18061.4216
57032;SO57032;30/09/2024;12/10/2024;14/10/2024;5;29538 - 45460543;SC;Brenda;Barlow;Lynn Tsoflias;Cajamarca;Debito/Credito;18243.51
63145;SO63145;31/12/2024;12/01/2025;12/01/2025;5;29538 - 45460543;SC;Brenda;Barlow;Lynn Tsoflias;Cajamarca;Debito/Credito;12058.002
50192;SO50192;30/03/2024;11/04/2024;11/04/2024;5;29539 - 10280374813;SC;Josh;Barnhill;Garrett Vargas;Ica;Debito/Credito;5219.0495
51698;SO51698;30/06/2024;12/07/2024;12/07/2024;5;29539 - 10280374813;SC;Josh;Barnhill;Garrett Vargas;Ica;Debito/Credito;5836.104
57016;SO57016;30/09/2024;12/10/2024;12/10/2024;5;29539 - 10280374813;SC;Josh;Barnhill;Garrett Vargas;Ica;Debito/Credito;4937.514
63127;SO63127;31/12/2024;13/01/2025;12/01/2025;5;29539 - 10280374813;SC;Josh;Barnhill;Garrett Vargas;Ica;Debito/Credito;7879.098
50212;SO50212;30/03/2024;11/04/2024;11/04/2024;5;29540 - 17951566;SC;Adam;Barr;Tsvi Reiter;Cusco;Debito/Credito;6670.4813
51718;SO51718;30/06/2024;12/07/2024;12/07/2024;5;29540 - 17951566;SC;Adam;Barr;Tsvi Reiter;Cusco;Debito/Credito;4715.8695
57039;SO57039;30/09/2024;13/10/2024;12/10/2024;5;29540 - 17951566;SC;Adam;Barr;Tsvi Reiter;Cusco;Debito/Credito;2679.402
63151;SO63151;31/12/2024;06/01/2025;06/01/2025;5;29540 - 17951566;SC;Adam;Barr;Tsvi Reiter;Cusco;Debito/Credito;4718.898
51690;SO51690;30/06/2024;13/07/2024;12/07/2024;5;29542 - 5339607;SC;David;Bartness;Rachel Valdez;Junín;Debito/Credito;3170.628
57078;SO57078;30/09/2024;12/10/2024;12/10/2024;5;29542 - 5339607;SC;David;Bartness;Rachel Valdez;;Debito/Credito;158.43
63168;SO63168;31/12/2024;08/01/2025;08/01/2025;5;29542 - 5339607;SC;David;Bartness;Rachel Valdez;Junín;Debito/Credito;864.654
50290;SO50290;30/03/2024;11/04/2024;11/04/2024;5;29543 - 87594829;SC;Karel;Bates;Jillian Carson;Arequipa;Debito/Credito;37329.3665
51860;SO51860;30/06/2024;12/07/2024;12/07/2024;5;29543 - 87594829;SC;Karel;Bates;Jillian Carson;Arequipa;Debito/Credito;71029.152
57141;SO57141;30/09/2024;12/10/2024;12/10/2024;5;29543 - 87594829;SC;Karel;Bates;Jillian Carson;Arequipa;Debito/Credito;43072.692
63279;SO63279;31/12/2024;12/01/2025;12/01/2025;5;29543 - 87594829;SC;Karel;Bates;Jillian Carson;Arequipa;Debito/Credito;27078.936
50250;SO50250;30/03/2024;12/04/2024;11/04/2024;5;29544 - 91359636;SC;Shaun;Beasley;Garrett Vargas;Ica;Debito/Credito;2993.1557
51843;SO51843;30/06/2024;12/07/2024;12/07/2024;5;29544 - 91359636;SC;Shaun;Beasley;Garrett Vargas;Ica;Debito/Credito;9759.948
57155;SO57155;30/09/2024;12/10/2024;12/10/2024;5;29544 - 91359636;SC;Shaun;Beasley;Garrett Vargas;Ica;Debito/Credito;6609.3206
63178;SO63178;31/12/2024;09/01/2025;09/01/2025;5;29544 - 91359636;SC;Shaun;Beasley;Garrett Vargas;Ica;Debito/Credito;4676.904
49846;SO49846;28/02/2024;12/03/2024;12/03/2024;5;29545 - 10454517364;SC;John;Beaver;Tete Mensa-Annan;Lima;Debito/Credito;249.54
51872;SO51872;30/06/2024;12/07/2024;12/07/2024;5;29547 - 29132785;SC;Benjamin;Becker;Lynn Tsoflias;Cajamarca;Debito/Credito;356.898
57189;SO57189;30/09/2024;14/10/2024;12/10/2024;5;29547 - 29132785;SC;Benjamin;Becker;Lynn Tsoflias;;Debito/Credito;1466.01
63292;SO63292;31/12/2024;08/01/2025;08/01/2025;5;29547 - 29132785;SC;Benjamin;Becker;Lynn Tsoflias;Cajamarca;Debito/Credito;1466.01
49869;SO49869;28/02/2024;13/03/2024;12/03/2024;5;29549 - 26989810;SC;Shane;Belli;Tsvi Reiter;Cusco;Debito/Credito;38642.3176
53514;SO53514;31/07/2024;12/08/2024;12/08/2024;5;29550 - 23432589;SC;Stanley;Alan;David Campbell;Lima;Debito/Credito;55103.4671
58961;SO58961;30/10/2024;11/11/2024;11/11/2024;5;29550 - 23432589;SC;Stanley;Alan;David Campbell;Lima;Debito/Credito;55710.618
65234;SO65234;29/01/2025;06/02/2025;06/02/2025;5;29550 - 23432589;SC;Stanley;Alan;David Campbell;Lima;Debito/Credito;52756.092
53567;SO53567;31/07/2024;14/08/2024;12/08/2024;5;29551 - 87421229;SC;Mason;Bendixen;Jillian Carson;Arequipa;Debito/Credito;28995.9788
59075;SO59075;30/10/2024;11/11/2024;11/11/2024;5;29551 - 87421229;SC;Mason;Bendixen;Jillian Carson;Arequipa;Debito/Credito;35538.9074
65245;SO65245;29/01/2025;10/02/2025;10/02/2025;5;29551 - 87421229;SC;Mason;Bendixen;Jillian Carson;Arequipa;Debito/Credito;28094.532
53505;SO53505;31/07/2024;09/08/2024;09/08/2024;5;29552 - 96996111;SC;John;Bennetts;Rachel Valdez;Junín;Debito/Credito;40683.5406
58951;SO58951;30/10/2024;12/11/2024;11/11/2024;5;29552 - 96996111;SC;John;Bennetts;Rachel Valdez;Junín;Debito/Credito;32797.2657
65228;SO65228;29/01/2025;10/02/2025;10/02/2025;5;29552 - 96996111;SC;John;Bennetts;Rachel Valdez;Junín;Debito/Credito;28953.564
53599;SO53599;31/07/2024;12/08/2024;12/08/2024;5;29553 - 6057709;SC;Edna;Benson;Michael Blythe;Piura;Debito/Credito;1667.94
59041;SO59041;30/10/2024;11/11/2024;11/11/2024;5;29553 - 6057709;SC;Edna;Benson;Michael Blythe;Piura;Debito/Credito;6784.296
65277;SO65277;29/01/2025;10/02/2025;10/02/2025;5;29553 - 6057709;SC;Edna;Benson;Michael Blythe;Piura;Debito/Credito;9197.118
50201;SO50201;30/03/2024;11/04/2024;14/04/2024;5;29554 - 99678899;SC;Payton;Benson;Jillian Carson;La Libertad;Debito/Credito;1879.176
51709;SO51709;30/06/2024;12/07/2024;12/07/2024;5;29554 - 99678899;SC;Payton;Benson;Jillian Carson;La Libertad;Debito/Credito;173.394
57102;SO57102;30/09/2024;12/10/2024;12/10/2024;5;29555 - 55996220;SC;Max;Benson;Jillian Carson;Arequipa;Debito/Credito;323.994
51804;SO51804;30/06/2024;13/07/2024;12/07/2024;5;29556 - 87489627;SC;Scot;Bent;Lynn Tsoflias;Cajamarca;Debito/Credito;868.854
57059;SO57059;30/09/2024;12/10/2024;12/10/2024;5;29556 - 87489627;SC;Scot;Bent;Syed Abbas;Cajamarca;Debito/Credito;2860.884
63164;SO63164;31/12/2024;13/01/2025;12/01/2025;5;29556 - 87489627;SC;Scot;Bent;Lynn Tsoflias;Cajamarca;Debito/Credito;2888.262
53483;SO53483;31/07/2024;12/08/2024;12/08/2024;5;29557 - 17190967;SC;Alexander;Berger;Garrett Vargas;Ica;Debito/Credito;61044.4562
58932;SO58932;30/10/2024;05/11/2024;05/11/2024;5;29557 - 17190967;SC;Alexander;Berger;Garrett Vargas;Ica;Debito/Credito;71891.3168
65189;SO65189;29/01/2025;10/02/2025;10/02/2025;5;29557 - 17190967;SC;Alexander;Berger;Garrett Vargas;Ica;Debito/Credito;32755.8056
50233;SO50233;30/03/2024;05/04/2024;08/04/2024;5;29558 - 63620690;SC;John;Berger;Jae Pak;Ica;Debito/Credito;3870.7287
51756;SO51756;30/06/2024;12/07/2024;12/07/2024;5;29558 - 63620690;SC;John;Berger;Jae Pak;Ica;Debito/Credito;31.584
50298;SO50298;30/03/2024;11/04/2024;11/04/2024;5;29560 - 89619485;SC;Matthias;Berndt;Shu Ito;Piura;Debito/Credito;41637.5885
51842;SO51842;30/06/2024;12/07/2024;12/07/2024;5;29560 - 89619485;SC;Matthias;Berndt;Shu Ito;Piura;Debito/Credito;44628.9968
57157;SO57157;30/09/2024;07/10/2024;07/10/2024;5;29560 - 89619485;SC;Matthias;Berndt;Shu Ito;Piura;Debito/Credito;30687.702
63263;SO63263;31/12/2024;12/01/2025;12/01/2025;5;29560 - 89619485;SC;Matthias;Berndt;Shu Ito;Piura;Debito/Credito;21524.142
51760;SO51760;30/06/2024;12/07/2024;13/07/2024;5;29561 - 20727352358;SC;John;Berry;Tsvi Reiter;Cusco;Debito/Credito;42188.4683
57074;SO57074;30/09/2024;12/10/2024;14/10/2024;5;29561 - 20727352358;SC;John;Berry;Tsvi Reiter;Cusco;Debito/Credito;37420.698
63293;SO63293;31/12/2024;12/01/2025;12/01/2025;5;29561 - 20727352358;SC;John;Berry;Tsvi Reiter;Cusco;Debito/Credito;24818.376
53524;SO53524;31/07/2024;13/08/2024;12/08/2024;5;29563 - 82354600;SC;Chris;Bidelman;Tsvi Reiter;Cusco;Debito/Credito;53584.4454
58971;SO58971;30/10/2024;05/11/2024;07/11/2024;5;29563 - 82354600;SC;Chris;Bidelman;Tsvi Reiter;Cusco;Debito/Credito;37323.8223
65207;SO65207;29/01/2025;10/02/2025;11/02/2025;5;29563 - 82354600;SC;Chris;Bidelman;Tsvi Reiter;Cusco;Debito/Credito;36942.4556
51735;SO51735;30/06/2024;07/07/2024;07/07/2024;5;29564 - 33148937;SC;Mary;Billstrom;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;85091.667
57054;SO57054;30/09/2024;12/10/2024;12/10/2024;5;29564 - 33148937;SC;Mary;Billstrom;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;93077.7178
63204;SO63204;31/12/2024;12/01/2025;12/01/2025;5;29564 - 33148937;SC;Mary;Billstrom;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;44660.778
49824;SO49824;28/02/2024;12/03/2024;12/03/2024;5;29565 - 36843994;SC;Jimmy;Bischoff;Linda Mitchell;Piura;Debito/Credito;44.994
55285;SO55285;30/08/2024;11/09/2024;11/09/2024;5;29565 - 36843994;SC;Jimmy;Bischoff;Linda Mitchell;Piura;Debito/Credito;398.502
61178;SO61178;30/11/2024;13/12/2024;12/12/2024;5;29565 - 36843994;SC;Jimmy;Bischoff;Linda Mitchell;Piura;Debito/Credito;2689.176
51702;SO51702;30/06/2024;08/07/2024;08/07/2024;5;29567 - 69392246;SC;Jackie;Blackwell;Jae Pak;;Debito/Credito;1506.564
57021;SO57021;30/09/2024;14/10/2024;12/10/2024;5;29567 - 69392246;SC;Jackie;Blackwell;Jae Pak;Ica;Debito/Credito;221.946
63139;SO63139;31/12/2024;12/01/2025;12/01/2025;5;29567 - 69392246;SC;Jackie;Blackwell;Jae Pak;Ica;Debito/Credito;402.066
50274;SO50274;30/03/2024;11/04/2024;11/04/2024;5;29569 - 52225080;SC;Linda;Burnett;Michael Blythe;La Libertad;Debito/Credito;2184.6753
51807;SO51807;30/06/2024;12/07/2024;12/07/2024;5;29569 - 52225080;SC;Linda;Burnett;Michael Blythe;La Libertad;Debito/Credito;3669.516
57113;SO57113;30/09/2024;12/10/2024;12/10/2024;5;29569 - 52225080;SC;Linda;Burnett;Michael Blythe;La Libertad;Debito/Credito;4465.518
63162;SO63162;31/12/2024;09/01/2025;09/01/2025;5;29569 - 52225080;SC;Linda;Burnett;Michael Blythe;La Libertad;Debito/Credito;293.178
49887;SO49887;28/02/2024;13/03/2024;12/03/2024;5;29570 - 91855722;SC;Michael;Blythe;Michael Blythe;Piura;Debito/Credito;3502.5609
51144;SO51144;30/05/2024;11/06/2024;11/06/2024;5;29570 - 91855722;SC;Michael;Blythe;Michael Blythe;Piura;Debito/Credito;7009.1177
55310;SO55310;30/08/2024;11/09/2024;11/09/2024;5;29570 - 91855722;SC;Michael;Blythe;Michael Blythe;Piura;Debito/Credito;9679.596
61247;SO61247;30/11/2024;08/12/2024;08/12/2024;5;29570 - 91855722;SC;Michael;Blythe;Michael Blythe;Piura;Debito/Credito;3263.346
67318;SO67318;01/03/2025;13/03/2025;13/03/2025;5;29570 - 91855722;SC;Michael;Blythe;Michael Blythe;Piura;Debito/Credito;5871.15
50215;SO50215;30/03/2024;08/04/2024;08/04/2024;5;29571 - 46481210;SC;Gabriel;Bockenkamp;Tete Mensa-Annan;Lima;Debito/Credito;3792.9456
51723;SO51723;30/06/2024;12/07/2024;12/07/2024;5;29571 - 46481210;SC;Gabriel;Bockenkamp;Tete Mensa-Annan;Lima;Debito/Credito;3492.012
57109;SO57109;30/09/2024;13/10/2024;12/10/2024;5;29571 - 46481210;SC;Gabriel;Bockenkamp;Tete Mensa-Annan;Lima;Debito/Credito;5639.352
63158;SO63158;31/12/2024;08/01/2025;08/01/2025;5;29571 - 46481210;SC;Gabriel;Bockenkamp;Tete Mensa-Annan;Lima;Debito/Credito;3047.946
53568;SO53568;31/07/2024;12/08/2024;12/08/2024;5;29572 - 56419194;SC;Corinna;Bolender;Tsvi Reiter;Cusco;Debito/Credito;2614.5869
59073;SO59073;30/10/2024;11/11/2024;11/11/2024;5;29572 - 56419194;SC;Corinna;Bolender;Tsvi Reiter;Cusco;Debito/Credito;2491.2131
65249;SO65249;29/01/2025;05/02/2025;05/02/2025;5;29572 - 56419194;SC;Corinna;Bolender;Tsvi Reiter;Cusco;Debito/Credito;8866.68
50692;SO50692;30/04/2024;13/05/2024;16/05/2024;5;29573 - 56929877;SC;Luis;Bonifaz;Linda Mitchell;Piura;Debito/Credito;3715.1625
51732;SO51732;30/06/2024;12/07/2024;12/07/2024;5;29575 - 26252165;SC;Stephanie;Bourne;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;356.898
57048;SO57048;30/09/2024;12/10/2024;12/10/2024;5;29575 - 26252165;SC;Stephanie;Bourne;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;24.294
55279;SO55279;30/08/2024;11/09/2024;11/09/2024;5;29578 - 20951677823;SC;David;Bradley;Tsvi Reiter;Cusco;Debito/Credito;323.994
49826;SO49826;28/02/2024;13/03/2024;12/03/2024;5;29580 - 22992858;SC;Richard;Bready;David Campbell;Lima;Debito/Credito;73963.2625
51089;SO51089;30/05/2024;11/06/2024;11/06/2024;5;29580 - 22992858;SC;Richard;Bready;David Campbell;Lima;Debito/Credito;74149.9515
55241;SO55241;30/08/2024;08/09/2024;08/09/2024;5;29580 - 22992858;SC;Richard;Bready;David Campbell;Lima;Debito/Credito;60519.9533
61182;SO61182;30/11/2024;09/12/2024;09/12/2024;5;29580 - 22992858;SC;Richard;Bready;David Campbell;Lima;Debito/Credito;52697.2377
67266;SO67266;01/03/2025;13/03/2025;13/03/2025;5;29580 - 22992858;SC;Richard;Bready;David Campbell;Lima;Debito/Credito;70533.0247
57165;SO57165;30/09/2024;08/10/2024;08/10/2024;5;29583 - 5424660;SC;Alan;Brewer;Michael Blythe;La Libertad;Debito/Credito;158.43
51750;SO51750;30/06/2024;12/07/2024;12/07/2024;5;29586 - 10069701;SC;David;Brink;Rachel Valdez;Junín;Debito/Credito;8398.5368
51753;SO51753;30/06/2024;12/07/2024;12/07/2024;5;29586 - 10069701;SC;David;Brink;Rachel Valdez;Junín;Debito/Credito;4667.6435
57066;SO57066;30/09/2024;08/10/2024;08/10/2024;5;29586 - 10069701;SC;David;Brink;Rachel Valdez;Junín;Debito/Credito;3791.0964
57069;SO57069;30/09/2024;13/10/2024;12/10/2024;5;29586 - 10069701;SC;David;Brink;Rachel Valdez;Junín;Debito/Credito;6673.044
63166;SO63166;31/12/2024;09/01/2025;09/01/2025;5;29586 - 10069701;SC;David;Brink;Rachel Valdez;Junín;Debito/Credito;4510.0224
63211;SO63211;31/12/2024;14/01/2025;12/01/2025;5;29586 - 10069701;SC;David;Brink;Rachel Valdez;Junín;Debito/Credito;3472.422
49891;SO49891;28/02/2024;12/03/2024;12/03/2024;5;29587 - 85112139;SC;John;Brooks;José Saraiva;Lambayeque;Debito/Credito;42641.7932
51143;SO51143;30/05/2024;11/06/2024;11/06/2024;5;29587 - 85112139;SC;John;Brooks;José Saraiva;Lambayeque;Debito/Credito;59333.5671
55323;SO55323;30/08/2024;11/09/2024;11/09/2024;5;29587 - 85112139;SC;John;Brooks;José Saraiva;Lambayeque;Debito/Credito;38534.6325
61238;SO61238;30/11/2024;12/12/2024;12/12/2024;5;29587 - 85112139;SC;John;Brooks;José Saraiva;Lambayeque;Debito/Credito;22608.8577
67343;SO67343;01/03/2025;13/03/2025;13/03/2025;5;29587 - 85112139;SC;John;Brooks;José Saraiva;Lambayeque;Debito/Credito;36831.1713
50305;SO50305;30/03/2024;12/04/2024;11/04/2024;5;29588 - 69745742;SC;Willie;Brooks;Tete Mensa-Annan;;Debito/Credito;647.994
51865;SO51865;30/06/2024;08/07/2024;08/07/2024;5;29588 - 69745742;SC;Willie;Brooks;Tete Mensa-Annan;Lima;Debito/Credito;514.008
57135;SO57135;30/09/2024;14/10/2024;12/10/2024;5;29588 - 69745742;SC;Willie;Brooks;Tete Mensa-Annan;Lima;Debito/Credito;5649.528
63268;SO63268;31/12/2024;08/01/2025;08/01/2025;5;29588 - 69745742;SC;Willie;Brooks;Tete Mensa-Annan;Lima;Debito/Credito;3597.294
51169;SO51169;30/05/2024;12/06/2024;11/06/2024;5;29589 - 29529597;SC;Carolee;Brown;Rachel Valdez;Junín;Debito/Credito;62654.9612
55309;SO55309;30/08/2024;11/09/2024;11/09/2024;5;29589 - 29529597;SC;Carolee;Brown;Rachel Valdez;Junín;Debito/Credito;47758.7523
61263;SO61263;30/11/2024;12/12/2024;12/12/2024;5;29589 - 29529597;SC;Carolee;Brown;Rachel Valdez;Junín;Debito/Credito;29625.689
67324;SO67324;01/03/2025;07/03/2025;07/03/2025;5;29589 - 29529597;SC;Carolee;Brown;Rachel Valdez;Junín;Debito/Credito;57288.1826
50285;SO50285;30/03/2024;12/04/2024;11/04/2024;5;29590 - 73298427;SC;Jo;Brown;Jillian Carson;La Libertad;Debito/Credito;283.23
51862;SO51862;30/06/2024;12/07/2024;12/07/2024;5;29590 - 73298427;SC;Jo;Brown;Jillian Carson;La Libertad;Debito/Credito;4130.982
57129;SO57129;30/09/2024;12/10/2024;12/10/2024;5;29590 - 73298427;SC;Jo;Brown;Jillian Carson;La Libertad;Debito/Credito;805.788
63286;SO63286;31/12/2024;13/01/2025;12/01/2025;5;29590 - 73298427;SC;Jo;Brown;Jillian Carson;La Libertad;Debito/Credito;338.994
51091;SO51091;30/05/2024;06/06/2024;06/06/2024;5;29591 - 79251643;SC;Robert;Brown;Michael Blythe;La Libertad;Debito/Credito;4805.5328
55242;SO55242;30/08/2024;11/09/2024;11/09/2024;5;29591 - 79251643;SC;Robert;Brown;Michael Blythe;La Libertad;Debito/Credito;3605.214
61221;SO61221;30/11/2024;13/12/2024;12/12/2024;5;29591 - 79251643;SC;Robert;Brown;Michael Blythe;La Libertad;Debito/Credito;4443.726
67267;SO67267;01/03/2025;13/03/2025;13/03/2025;5;29591 - 79251643;SC;Robert;Brown;Michael Blythe;La Libertad;Debito/Credito;5665.788
50256;SO50256;30/03/2024;06/04/2024;06/04/2024;5;29593 - 68407114;SC;Mary;Browning;Michael Blythe;La Libertad;Debito/Credito;86.5212
51777;SO51777;30/06/2024;12/07/2024;12/07/2024;5;29593 - 68407114;SC;Mary;Browning;Michael Blythe;La Libertad;Debito/Credito;7262.256
57148;SO57148;30/09/2024;13/10/2024;12/10/2024;5;29593 - 68407114;SC;Mary;Browning;Michael Blythe;La Libertad;Debito/Credito;5324.208
63183;SO63183;31/12/2024;12/01/2025;12/01/2025;5;29593 - 68407114;SC;Mary;Browning;Michael Blythe;La Libertad;Debito/Credito;5531.802
49888;SO49888;28/02/2024;07/03/2024;07/03/2024;5;29594 - 10880430201;SC;Dave;Browning;Jillian Carson;Arequipa;Debito/Credito;96605.9056
51150;SO51150;30/05/2024;11/06/2024;11/06/2024;5;29595 - 87613442;SC;Bridget;Browqett;Lynn Tsoflias;Cajamarca;Debito/Credito;26328.5293
55300;SO55300;30/08/2024;11/09/2024;11/09/2024;5;29595 - 87613442;SC;Bridget;Browqett;Lynn Tsoflias;Cajamarca;Debito/Credito;27486.99
61235;SO61235;30/11/2024;13/12/2024;12/12/2024;5;29595 - 87613442;SC;Bridget;Browqett;Lynn Tsoflias;;Debito/Credito;31850.424
67342;SO67342;01/03/2025;13/03/2025;13/03/2025;5;29595 - 87613442;SC;Bridget;Browqett;Lynn Tsoflias;Cajamarca;Debito/Credito;30635.004
51701;SO51701;30/06/2024;12/07/2024;14/07/2024;5;29597 - 10380692567;SC;Dick;Brummer;Tsvi Reiter;Cusco;Debito/Credito;2254.7148
57107;SO57107;30/09/2024;12/10/2024;12/10/2024;5;29597 - 10380692567;SC;Dick;Brummer;Tsvi Reiter;Cusco;Debito/Credito;4291.326
63185;SO63185;31/12/2024;13/01/2025;12/01/2025;5;29597 - 10380692567;SC;Dick;Brummer;Tsvi Reiter;Cusco;Debito/Credito;1430.442
50266;SO50266;30/03/2024;11/04/2024;12/04/2024;5;29598 - 10989640345;SC;Michael;Brundage;Shu Ito;Piura;Debito/Credito;5514.1513
51795;SO51795;30/06/2024;12/07/2024;12/07/2024;5;29598 - 10989640345;SC;Michael;Brundage;Shu Ito;Piura;Debito/Credito;7633.056
57035;SO57035;30/09/2024;12/10/2024;12/10/2024;5;29598 - 10989640345;SC;Michael;Brundage;Shu Ito;Piura;Debito/Credito;2936.898
63192;SO63192;31/12/2024;12/01/2025;12/01/2025;5;29598 - 10989640345;SC;Michael;Brundage;Shu Ito;Piura;Debito/Credito;1159.134
49858;SO49858;28/02/2024;12/03/2024;12/03/2024;5;29599 - 18934521;SC;Shirley;Bruner;David Campbell;Lima;Debito/Credito;469.794
55284;SO55284;30/08/2024;07/09/2024;07/09/2024;5;29599 - 18934521;SC;Shirley;Bruner;David Campbell;Lima;Debito/Credito;3406.77
61183;SO61183;30/11/2024;12/12/2024;12/12/2024;5;29599 - 18934521;SC;Shirley;Bruner;David Campbell;Lima;Debito/Credito;32.394
67265;SO67265;01/03/2025;13/03/2025;13/03/2025;5;29599 - 18934521;SC;Shirley;Bruner;David Campbell;Lima;Debito/Credito;1386.576
50690;SO50690;30/04/2024;12/05/2024;12/05/2024;5;29600 - 26088508;SC;June;Brunner;Jillian Carson;La Libertad;Debito/Credito;2458.9178
50242;SO50242;30/03/2024;12/04/2024;11/04/2024;5;29601 - 10340035581;SC;Dirk;Bruno;Garrett Vargas;Ica;Debito/Credito;36530.6354
51769;SO51769;30/06/2024;06/07/2024;10/07/2024;5;29601 - 10340035581;SC;Dirk;Bruno;Garrett Vargas;Ica;Debito/Credito;55641.332
57082;SO57082;30/09/2024;12/10/2024;12/10/2024;5;29601 - 10340035581;SC;Dirk;Bruno;Garrett Vargas;Ica;Debito/Credito;23983.704
63176;SO63176;31/12/2024;13/01/2025;12/01/2025;5;29601 - 10340035581;SC;Dirk;Bruno;Garrett Vargas;Ica;Debito/Credito;6415.722
51087;SO51087;30/05/2024;08/06/2024;08/06/2024;5;29602 - 85836983;SC;Nancy;Buchanan;Lynn Tsoflias;Cajamarca;Debito/Credito;2288.7072
55240;SO55240;30/08/2024;11/09/2024;11/09/2024;5;29602 - 85836983;SC;Nancy;Buchanan;Lynn Tsoflias;Cajamarca;Debito/Credito;890.82
61180;SO61180;30/11/2024;12/12/2024;13/12/2024;5;29602 - 85836983;SC;Nancy;Buchanan;Syed Abbas;Cajamarca;Debito/Credito;3490.608
67264;SO67264;01/03/2025;13/03/2025;13/03/2025;5;29602 - 85836983;SC;Nancy;Buchanan;Lynn Tsoflias;Cajamarca;Debito/Credito;1736.334
53481;SO53481;31/07/2024;06/08/2024;06/08/2024;5;29603 - 98604620;SC;Janaina Barreiro Gambaro;Bueno;Jae Pak;Ica;Debito/Credito;242.4
58990;SO58990;30/10/2024;11/11/2024;12/11/2024;5;29603 - 98604620;SC;Janaina Barreiro Gambaro;Bueno;Jae Pak;Ica;Debito/Credito;1430.442
65187;SO65187;29/01/2025;11/02/2025;10/02/2025;5;29603 - 98604620;SC;Janaina Barreiro Gambaro;Bueno;Jae Pak;Ica;Debito/Credito;445.41
49835;SO49835;28/02/2024;12/03/2024;12/03/2024;5;29604 - 76207842;SC;Edward;Buensalido;Tsvi Reiter;Cusco;Debito/Credito;213.552
51107;SO51107;30/05/2024;13/06/2024;11/06/2024;5;29604 - 76207842;SC;Edward;Buensalido;Tsvi Reiter;Cusco;Debito/Credito;187.128
55255;SO55255;30/08/2024;11/09/2024;11/09/2024;5;29604 - 76207842;SC;Edward;Buensalido;Tsvi Reiter;;Debito/Credito;677.682
61205;SO61205;30/11/2024;09/12/2024;09/12/2024;5;29604 - 76207842;SC;Edward;Buensalido;Tsvi Reiter;Cusco;Debito/Credito;377.946
67281;SO67281;01/03/2025;09/03/2025;09/03/2025;5;29604 - 76207842;SC;Edward;Buensalido;Tsvi Reiter;Cusco;Debito/Credito;31.584
49832;SO49832;28/02/2024;12/03/2024;12/03/2024;5;29605 - 58467734;SC;Megan;Burke;Shu Ito;Piura;Debito/Credito;36206.1428
51102;SO51102;30/05/2024;11/06/2024;11/06/2024;5;29605 - 58467734;SC;Megan;Burke;Shu Ito;Piura;Debito/Credito;30410.736
55251;SO55251;30/08/2024;11/09/2024;11/09/2024;5;29605 - 58467734;SC;Megan;Burke;Shu Ito;Piura;Debito/Credito;41830.7841
61211;SO61211;30/11/2024;06/12/2024;06/12/2024;5;29605 - 58467734;SC;Megan;Burke;Shu Ito;Piura;Debito/Credito;23412.8828
